販売名,成分名,規格,判定,判定根拠,レビュー理由
ドセタキセル点滴静注８０ｍｇ／４ｍＬ「ニプロ」,ドセタキセル,８０ｍｇ４ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ドセタキセル点滴静注液２０ｍｇ／２ｍＬ「サンド」,ドセタキセル,２０ｍｇ２ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ドセタキセル点滴静注液２０ｍｇ／２ｍＬ「ホスピーラ」,ドセタキセル水和物,２０ｍｇ２ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ドセタキセル点滴静注液８０ｍｇ／８ｍＬ「サンド」,ドセタキセル,８０ｍｇ８ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ドセタキセル点滴静注液８０ｍｇ／８ｍＬ「ホスピーラ」,ドセタキセル水和物,８０ｍｇ８ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ドセタキセル点滴静注液１２０ｍｇ／１２ｍＬ「ホスピーラ」,ドセタキセル水和物,１２０ｍｇ１２ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
タキソール注射液３０ｍｇ,パクリタキセル,３０ｍｇ５ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
パクリタキセル注３０ｍｇ／５ｍＬ「ＮＫ」,パクリタキセル,３０ｍｇ５ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
パクリタキセル注射液３０ｍｇ「ＮＰ」,パクリタキセル,３０ｍｇ５ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
タキソール注射液１００ｍｇ,パクリタキセル,１００ｍｇ１６．７ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
パクリタキセル注１００ｍｇ／１６．７ｍＬ「ＮＫ」,パクリタキセル,１００ｍｇ１６．７ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
パクリタキセル注射液１００ｍｇ「ＮＰ」,パクリタキセル,１００ｍｇ１６．７ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ロゼウス静注液１０ｍｇ,ビノレルビン酒石酸塩,１０ｍｇ１ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ロゼウス静注液４０ｍｇ,ビノレルビン酒石酸塩,４０ｍｇ４ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ハイカムチン点滴静注液１ｍｇ／１ｍＬ,ノギテカン塩酸塩,１ｍｇ１ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ハイカムチン注射用１．１ｍｇ,ノギテカン塩酸塩,１．１ｍｇ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
アブラキサン点滴静注用１００ｍｇ,パクリタキセル,１００ｍｇ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ジェブタナ点滴静注６０ｍｇ,カバジタキセル　アセトン付加物,６０ｍｇ１．５ｍＬ１瓶（溶解液付）,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ロイナーゼ注用５０００,Ｌ－アスパラギナーゼ,５，０００Ｋ単位１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ロイナーゼ注用１００００,Ｌ－アスパラギナーゼ,１０，０００Ｋ単位１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ランダ注１０ｍｇ／２０ｍＬ,シスプラチン,１０ｍｇ２０ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
シスプラチン点滴静注１０ｍｇ「マルコ」,シスプラチン,１０ｍｇ２０ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
シスプラチン点滴静注２５ｍｇ「マルコ」,シスプラチン,２５ｍｇ５０ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ランダ注５０ｍｇ／１００ｍＬ,シスプラチン,５０ｍｇ１００ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
シスプラチン点滴静注５０ｍｇ「マルコ」,シスプラチン,５０ｍｇ１００ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
動注用アイエーコール１００ｍｇ,シスプラチン,１００ｍｇ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
動注用アイエーコール５０ｍｇ,シスプラチン,５０ｍｇ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ノバントロン注２０ｍｇ,ミトキサントロン塩酸塩,２０ｍｇ１０ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ノバントロン注１０ｍｇ,ミトキサントロン塩酸塩,１０ｍｇ５ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
カルボプラチン点滴静注液５０ｍｇ「サンド」,カルボプラチン,５０ｍｇ５ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
パラプラチン注射液５０ｍｇ,カルボプラチン,５０ｍｇ５ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
カルボプラチン点滴静注液５０ｍｇ「ＮＫ」,カルボプラチン,５０ｍｇ５ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
カルボプラチン注射液５０ｍｇ「日医工」,カルボプラチン,５０ｍｇ５ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
カルボプラチン点滴静注液５０ｍｇ「ＳＷ」,カルボプラチン,５０ｍｇ５ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
カルボプラチン注射液５０ｍｇ「ＮＫ」,カルボプラチン,５０ｍｇ５ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
カルボプラチン点滴静注液１５０ｍｇ「サンド」,カルボプラチン,１５０ｍｇ１５ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
パラプラチン注射液１５０ｍｇ,カルボプラチン,１５０ｍｇ１５ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
カルボプラチン点滴静注液１５０ｍｇ「ＮＫ」,カルボプラチン,１５０ｍｇ１５ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
カルボプラチン注射液１５０ｍｇ「日医工」,カルボプラチン,１５０ｍｇ１５ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
カルボプラチン点滴静注液１５０ｍｇ「ＳＷ」,カルボプラチン,１５０ｍｇ１５ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
カルボプラチン注射液１５０ｍｇ「ＮＫ」,カルボプラチン,１５０ｍｇ１５ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
カルボプラチン点滴静注液４５０ｍｇ「サンド」,カルボプラチン,４５０ｍｇ４５ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
パラプラチン注射液４５０ｍｇ,カルボプラチン,４５０ｍｇ４５ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
カルボプラチン点滴静注液４５０ｍｇ「ＮＫ」,カルボプラチン,４５０ｍｇ４５ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
カルボプラチン注射液４５０ｍｇ「日医工」,カルボプラチン,４５０ｍｇ４５ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
カルボプラチン点滴静注液４５０ｍｇ「ＳＷ」,カルボプラチン,４５０ｍｇ４５ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
カルボプラチン注射液４５０ｍｇ「ＮＫ」,カルボプラチン,４５０ｍｇ４５ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
アクプラ静注用１０ｍｇ,ネダプラチン,１０ｍｇ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
アクプラ静注用５０ｍｇ,ネダプラチン,５０ｍｇ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
アクプラ静注用１００ｍｇ,ネダプラチン,１００ｍｇ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ハーセプチン注射用６０,トラスツズマブ（遺伝子組換え）,６０ｍｇ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ハーセプチン注射用１５０,トラスツズマブ（遺伝子組換え）,１５０ｍｇ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
リツキサン点滴静注１００ｍｇ,リツキシマブ（遺伝子組換え）,１００ｍｇ１０ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
リツキサン点滴静注５００ｍｇ,リツキシマブ（遺伝子組換え）,５００ｍｇ５０ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ロイスタチン注８ｍｇ,クラドリビン,８ｍｇ８ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
トリセノックス点滴静注１２ｍｇ,三酸化二ヒ素,１２ｍｇ６ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
オキサリプラチン５０ｍｇ１０ｍＬ注射液,オキサリプラチン,５０ｍｇ１０ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
エルプラット点滴静注液５０ｍｇ,オキサリプラチン,５０ｍｇ１０ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
オキサリプラチン点滴静注液５０ｍｇ／１０ｍＬ「ホスピーラ」,オキサリプラチン,５０ｍｇ１０ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
