販売名,成分名,規格,YJコード,メーカー,先発後発,局方,薬価,院外処方可否,判定根拠,廃止経過措置,廃止区分,備考
献血アルブミン２０％静注４ｇ／２０ｍＬ「タケダ」,人血清アルブミン,２０％２０ｍＬ１瓶,6343410X3145,武田薬品工業,,,3674,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
献血アルブミン２５％静注５ｇ／２０ｍＬ「ベネシス」,人血清アルブミン,２５％２０ｍＬ１瓶,6343410X4087,日本血液製剤機構,,,4263,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
献血アルブミン２５％静注１２．５ｇ／５０ｍＬ「ベネシス」,人血清アルブミン,２５％５０ｍＬ１瓶,6343410X5199,日本血液製剤機構,,,4775,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
アルブミナー２５％静注１２．５ｇ／５０ｍＬ,人血清アルブミン,２５％５０ｍＬ１瓶,6343410X5202,ＣＳＬベーリング,,,4775,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
赤十字アルブミン２５％静注１２．５ｇ／５０ｍＬ,人血清アルブミン,２５％５０ｍＬ１瓶,6343410X5210,日本血液製剤機構,,,4775,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
献血アルブミン２５％静注１２．５ｇ／５０ｍＬ「ＫＭＢ」,人血清アルブミン,２５％５０ｍＬ１瓶,6343410X5245,ＫＭバイオロジクス,,,4775,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
献血アルブミン２５％静注１２．５ｇ／５０ｍＬ「タケダ」,人血清アルブミン,２５％５０ｍＬ１瓶,6343410X5253,武田薬品工業,,,4775,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
アルブミン－ベーリング２０％静注１０．０ｇ／５０ｍＬ,人血清アルブミン,２０％５０ｍＬ１瓶,6343410X6144,ＣＳＬベーリング,,,4974,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
献血アルブミン２０％静注１０ｇ／５０ｍＬ「ＪＢ」,人血清アルブミン,２０％５０ｍＬ１瓶,6343410X6179,日本血液製剤機構,,,4974,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
献血アルブミン２０％静注１０ｇ／５０ｍＬ「ＫＭＢ」,人血清アルブミン,２０％５０ｍＬ１瓶,6343410X6195,ＫＭバイオロジクス,,,4974,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
献血アルブミン２０％静注１０ｇ／５０ｍＬ「タケダ」,人血清アルブミン,２０％５０ｍＬ１瓶,6343410X6209,武田薬品工業,,,4974,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
献血アルブミン２５％静注２５ｇ／１００ｍＬ「ＫＭＢ」,人血清アルブミン,２５％１００ｍＬ１瓶,6343410X7027,ＫＭバイオロジクス,,,9069,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
乾燥人フィブリノゲン,乾燥人フィブリノゲン,１ｇ１瓶（溶解液付）,6343411X1015,,,,94077,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
人免疫グロブリン,人免疫グロブリン,１５０ｍｇ１ｍＬ,6343412X1010,,,局,1370,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
グロブリン筋注４５０ｍｇ／３ｍＬ「ＪＢ」,人免疫グロブリン,１５０ｍｇ１ｍＬ,6343412X1168,日本血液製剤機構,,局,1370,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
グロブリン筋注１５００ｍｇ／１０ｍＬ「ＪＢ」,人免疫グロブリン,１５０ｍｇ１ｍＬ,6343412X1176,日本血液製剤機構,,局,1370,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ファイバ静注用１０００,乾燥人血液凝固因子抗体迂回活性複合体,１，０００単位２０ｍＬ１瓶（溶解液付）,6343414X2058,武田薬品工業,,,190142,○,告示第十第一号 [乾燥人血液凝固因子抗体迂う回活性複合体] マッチ規則:substring,,,
テタガムＰ筋注シリンジ２５０,抗破傷風人免疫グロブリン,２５０国際単位１ｍＬ１筒,6343415G1021,ＣＳＬベーリング,,,4802,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
抗破傷風人免疫グロブリン,抗破傷風人免疫グロブリン,２５０国際単位１管,6343415X1013,,,,3628,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
人ハプトグロビン,人ハプトグロビン,２，０００単位１００ｍＬ１瓶,6343419X1011,,,,91194,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ガンマガード静注用５ｇ,乾燥イオン交換樹脂処理人免疫グロブリン,５ｇ９６ｍＬ１瓶（溶解液付）,6343420X2029,武田薬品工業,,,24080,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
乾燥抗ＨＢｓ人免疫グロブリン,乾燥抗ＨＢｓ人免疫グロブリン,２００単位１ｍＬ１瓶（溶解液付）,6343423X1018,,,,8838,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
乾燥ＨＢグロブリン筋注用２００単位「ニチヤク」,乾燥抗ＨＢｓ人免疫グロブリン,２００単位１ｍＬ１瓶（溶解液付）,6343423X1050,武田薬品工業,,,11512,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
乾燥抗ＨＢｓ人免疫グロブリン,乾燥抗ＨＢｓ人免疫グロブリン,１，０００単位５ｍＬ１瓶（溶解液付）,6343423X2014,,,,36843,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
乾燥ＨＢグロブリン筋注用１０００単位「ニチヤク」,乾燥抗ＨＢｓ人免疫グロブリン,１，０００単位５ｍＬ１瓶（溶解液付）,6343423X2057,武田薬品工業,,,36939,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
乾燥濃縮人アンチトロンビンⅢ,乾燥濃縮人アンチトロンビンⅢ,５００単位１瓶（溶解液付）,6343424D2012,,,,21098,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
乾燥濃縮人アンチトロンビンⅢ,乾燥濃縮人アンチトロンビンⅢ,１，５００単位１瓶（溶解液付）,6343424D3019,,,,54896,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ベリナート皮下注用２０００,乾燥濃縮人Ｃ１－インアクチベーター,２，０００国際単位１瓶（溶解液付）,6343426D1023,ＣＳＬベーリング,先発品,,214788,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ベリナートＰ静注用５００,乾燥濃縮人Ｃ１－インアクチベーター,５００国際単位１瓶（溶解液付）,6343426F1032,ＣＳＬベーリング,,,101325,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ピリヴィジェン１０％静注５ｇ／５０ｍＬ,ｐＨ４処理酸性人免疫グロブリン,５ｇ５０ｍＬ１瓶,6343427A7038,ＣＳＬベーリング,先発品,,57585,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ピリヴィジェン１０％静注１０ｇ／１００ｍＬ,ｐＨ４処理酸性人免疫グロブリン,１０ｇ１００ｍＬ１瓶,6343427A8034,ＣＳＬベーリング,先発品,,114911,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ピリヴィジェン１０％静注２０ｇ／２００ｍＬ,ｐＨ４処理酸性人免疫グロブリン,２０ｇ２００ｍＬ１瓶,6343427A9030,ＣＳＬベーリング,先発品,,229624,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ピリヴィジェン１０％静注２．５ｇ／２５ｍＬ,ｐＨ４処理酸性人免疫グロブリン,２．５ｇ２５ｍＬ１瓶,6343427H1020,ＣＳＬベーリング,先発品,,29210,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
グロベニン－Ｉ１０％静注５ｇ／５０ｍＬ,ｐＨ４処理酸性人免疫グロブリン,５ｇ５０ｍＬ１瓶,6343427H2026,武田薬品工業,先発品,,66918,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
グロベニン－Ｉ１０％静注１０ｇ／１００ｍＬ,ｐＨ４処理酸性人免疫グロブリン,１０ｇ１００ｍＬ１瓶,6343427H3022,武田薬品工業,先発品,,133836,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
グロベニン－Ｉ１０％静注２０ｇ／２００ｍＬ,ｐＨ４処理酸性人免疫グロブリン,２０ｇ２００ｍＬ１瓶,6343427H4029,武田薬品工業,先発品,,267672,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ポリエチレングリコール処理人免疫グロブリン５ｇ１００ｍＬ注射液,ポリエチレングリコール処理人免疫グロブリン,５ｇ１００ｍＬ１瓶,6343428A4017,,,,37711,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,R9.3.31まで,経過措置,
献血ヴェノグロブリンＩＨ１０％静注０．５ｇ／５ｍＬ,ポリエチレングリコール処理人免疫グロブリン,５００ｍｇ５ｍＬ１瓶,6343428A6028,日本血液製剤機構,,,5668,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
献血ヴェノグロブリンＩＨ１０％静注２．５ｇ／２５ｍＬ,ポリエチレングリコール処理人免疫グロブリン,２．５ｇ２５ｍＬ１瓶,6343428A7024,日本血液製剤機構,,,25085,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
献血ヴェノグロブリンＩＨ１０％静注５ｇ／５０ｍＬ,ポリエチレングリコール処理人免疫グロブリン,５ｇ５０ｍＬ１瓶,6343428A8020,日本血液製剤機構,,,49890,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
献血ヴェノグロブリンＩＨ１０％静注１０ｇ／１００ｍＬ,ポリエチレングリコール処理人免疫グロブリン,１０ｇ１００ｍＬ１瓶,6343428A9027,日本血液製剤機構,,,99952,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
献血ヴェノグロブリンＩＨ１０％静注２０ｇ／２００ｍＬ,ポリエチレングリコール処理人免疫グロブリン,２０ｇ２００ｍＬ１瓶,6343428H1024,日本血液製剤機構,,,199987,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
乾燥濃縮人血液凝固第Ⅸ因子,乾燥濃縮人血液凝固第Ⅸ因子,４００単位１瓶（溶解液付）,6343429D6010,,,,23065,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ノバクトＭ静注用５００単位,乾燥濃縮人血液凝固第Ⅸ因子,５００単位１瓶（溶解液付）,6343429D7041,ＫＭバイオロジクス,,,42538,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
乾燥濃縮人血液凝固第Ⅸ因子,乾燥濃縮人血液凝固第Ⅸ因子,１，０００単位１瓶（溶解液付）,6343429D8013,,,,46213,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
乾燥濃縮人血液凝固第Ⅸ因子,乾燥濃縮人血液凝固第Ⅸ因子,８００単位１瓶（溶解液付）,6343429D9010,,,,29949,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
乾燥濃縮人血液凝固第Ⅸ因子,乾燥濃縮人血液凝固第Ⅸ因子,１，６００単位１瓶（溶解液付）,6343429L1013,,,,54881,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ノバクトＭ静注用２０００単位,乾燥濃縮人血液凝固第Ⅸ因子,２，０００単位１瓶（溶解液付）,6343429L2028,ＫＭバイオロジクス,,,63694,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
フィブロガミンＰ静注用,ヒト血漿由来乾燥血液凝固第ⅩⅢ因子,２４０国際単位１瓶（溶解液付）,6343431D2020,ＣＳＬベーリング,,,8324,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
アドベイト静注用キット２５０,ルリオクトコグアルファ（遺伝子組換え）,２５０国際単位１キット（溶解液付）,6343432G1025,武田薬品工業,先発品,,15180,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
アドベイト静注用キット５００,ルリオクトコグアルファ（遺伝子組換え）,５００国際単位１キット（溶解液付）,6343432G2021,武田薬品工業,先発品,,30854,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
アドベイト静注用キット１０００,ルリオクトコグアルファ（遺伝子組換え）,１，０００国際単位１キット（溶解液付）,6343432G3028,武田薬品工業,先発品,,55651,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
アドベイト静注用キット１５００,ルリオクトコグアルファ（遺伝子組換え）,１，５００国際単位１キット（溶解液付）,6343432G4024,武田薬品工業,先発品,,83305,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
アドベイト静注用キット２０００,ルリオクトコグアルファ（遺伝子組換え）,２，０００国際単位１キット（溶解液付）,6343432G5020,武田薬品工業,先発品,,98834,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
アドベイト静注用キット３０００,ルリオクトコグアルファ（遺伝子組換え）,３，０００国際単位１キット（溶解液付）,6343432G6027,武田薬品工業,先発品,,138720,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ポリエチレングリコール処理抗破傷風人免疫グロブリン,ポリエチレングリコール処理抗破傷風人免疫グロブリン,２５０国際単位１瓶,6343433A1019,,,,6439,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ポリエチレングリコール処理抗破傷風人免疫グロブリン,ポリエチレングリコール処理抗破傷風人免疫グロブリン,１，５００国際単位１瓶,6343433A2015,,,,35086,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ノボセブンＨＩ静注用１ｍｇ　シリンジ,エプタコグアルファ（活性型）（遺伝子組換え）,１ｍｇ１ｍＬ１瓶（溶解液付）,6343434D6020,ノボ　ノルディスク　ファーマ,先発品,,82739,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ノボセブンＨＩ静注用２ｍｇ　シリンジ,エプタコグアルファ（活性型）（遺伝子組換え）,２ｍｇ２ｍＬ１瓶（溶解液付）,6343434D7026,ノボ　ノルディスク　ファーマ,先発品,,157343,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ノボセブンＨＩ静注用５ｍｇ　シリンジ,エプタコグアルファ（活性型）（遺伝子組換え）,５ｍｇ５ｍＬ１瓶（溶解液付）,6343434D8022,ノボ　ノルディスク　ファーマ,先発品,,398849,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
注射用アナクトＣ２，５００単位,乾燥濃縮人活性化プロテインＣ,２，５００単位１瓶（溶解液付）,6343435D1022,ＫＭバイオロジクス,先発品,,310060,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ポリエチレングリコール処理抗ＨＢｓ人免疫グロブリン,ポリエチレングリコール処理抗ＨＢｓ人免疫グロブリン,１，０００単位５ｍＬ１瓶,6343436A1012,,,,35976,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ベネフィクス静注用５００,ノナコグアルファ（遺伝子組換え）,５００国際単位１瓶（溶解液付）,6343438D1026,ファイザー,先発品,,41693,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ベネフィクス静注用１０００,ノナコグアルファ（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,6343438D2022,ファイザー,先発品,,73078,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ベネフィクス静注用２０００,ノナコグアルファ（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,6343438D3029,ファイザー,先発品,,153659,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ベネフィクス静注用３０００,ノナコグアルファ（遺伝子組換え）,３，０００国際単位１瓶（溶解液付）,6343438D4025,ファイザー,先発品,,182801,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ハイゼントラ２０％皮下注１ｇ／５ｍＬ,ｐＨ４処理酸性人免疫グロブリン（皮下注射）,１ｇ５ｍＬ１瓶,6343439A1024,ＣＳＬベーリング,先発品,,13742,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ハイゼントラ２０％皮下注２ｇ／１０ｍＬ,ｐＨ４処理酸性人免疫グロブリン（皮下注射）,２ｇ１０ｍＬ１瓶,6343439A2020,ＣＳＬベーリング,先発品,,26449,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ハイゼントラ２０％皮下注４ｇ／２０ｍＬ,ｐＨ４処理酸性人免疫グロブリン（皮下注射）,４ｇ２０ｍＬ１瓶,6343439A3027,ＣＳＬベーリング,先発品,,52216,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
キュービトル２０％皮下注２ｇ／１０ｍＬ,ｐＨ４処理酸性人免疫グロブリン（皮下注射）,２ｇ１０ｍＬ１瓶,6343439A4023,武田薬品工業,先発品,,28137,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
キュービトル２０％皮下注４ｇ／２０ｍＬ,ｐＨ４処理酸性人免疫グロブリン（皮下注射）,４ｇ２０ｍＬ１瓶,6343439A5020,武田薬品工業,先発品,,55543,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
キュービトル２０％皮下注８ｇ／４０ｍＬ,ｐＨ４処理酸性人免疫グロブリン（皮下注射）,８ｇ４０ｍＬ１瓶,6343439A6026,武田薬品工業,先発品,,109638,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ハイゼントラ２０％皮下注１ｇ／５ｍＬシリンジ,ｐＨ４処理酸性人免疫グロブリン（皮下注射）,１ｇ５ｍＬ１筒,6343439G1027,ＣＳＬベーリング,先発品,,13485,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ハイゼントラ２０％皮下注２ｇ／１０ｍＬシリンジ,ｐＨ４処理酸性人免疫グロブリン（皮下注射）,２ｇ１０ｍＬ１筒,6343439G2023,ＣＳＬベーリング,先発品,,26566,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ハイゼントラ２０％皮下注４ｇ／２０ｍＬシリンジ,ｐＨ４処理酸性人免疫グロブリン（皮下注射）,４ｇ２０ｍＬ１筒,6343439G3020,ＣＳＬベーリング,先発品,,52410,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ノボエイト静注用２５０,ツロクトコグ　アルファ（遺伝子組換え）,２５０国際単位１瓶（溶解液付）,6343440D1023,ノボ　ノルディスク　ファーマ,先発品,,12040,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ノボエイト静注用５００,ツロクトコグ　アルファ（遺伝子組換え）,５００国際単位１瓶（溶解液付）,6343440D2020,ノボ　ノルディスク　ファーマ,先発品,,27015,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ノボエイト静注用１０００,ツロクトコグ　アルファ（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,6343440D3026,ノボ　ノルディスク　ファーマ,先発品,,62001,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ノボエイト静注用１５００,ツロクトコグ　アルファ（遺伝子組換え）,１，５００国際単位１瓶（溶解液付）,6343440D4022,ノボ　ノルディスク　ファーマ,先発品,,68361,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ノボエイト静注用２０００,ツロクトコグ　アルファ（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,6343440D5029,ノボ　ノルディスク　ファーマ,先発品,,99009,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ノボエイト静注用３０００,ツロクトコグ　アルファ（遺伝子組換え）,３，０００国際単位１瓶（溶解液付）,6343440D6025,ノボ　ノルディスク　ファーマ,先発品,,143698,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オルプロリクス静注用５００,エフトレノナコグ　アルファ（遺伝子組換え）,５００国際単位１瓶（溶解液付）,6343441D1028,サノフィ,先発品,,103583,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オルプロリクス静注用１０００,エフトレノナコグ　アルファ（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,6343441D2024,サノフィ,先発品,,212839,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オルプロリクス静注用２０００,エフトレノナコグ　アルファ（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,6343441D3020,サノフィ,先発品,,403503,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オルプロリクス静注用３０００,エフトレノナコグ　アルファ（遺伝子組換え）,３，０００国際単位１瓶（溶解液付）,6343441D4027,サノフィ,先発品,,627346,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オルプロリクス静注用２５０,エフトレノナコグ　アルファ（遺伝子組換え）,２５０国際単位１瓶（溶解液付）,6343441D5023,サノフィ,先発品,,50288,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オルプロリクス静注用４０００,エフトレノナコグ　アルファ（遺伝子組換え）,４，０００国際単位１瓶（溶解液付）,6343441D6020,サノフィ,先発品,,778393,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
イロクテイト静注用２５０,エフラロクトコグ　アルファ（遺伝子組換え）,２５０国際単位１瓶（溶解液付）,6343442D1022,サノフィ,先発品,,20452,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
イロクテイト静注用５００,エフラロクトコグ　アルファ（遺伝子組換え）,５００国際単位１瓶（溶解液付）,6343442D2029,サノフィ,先発品,,37396,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
イロクテイト静注用７５０,エフラロクトコグ　アルファ（遺伝子組換え）,７５０国際単位１瓶（溶解液付）,6343442D3025,サノフィ,先発品,,60862,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
イロクテイト静注用１０００,エフラロクトコグ　アルファ（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,6343442D4021,サノフィ,先発品,,72758,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
イロクテイト静注用１５００,エフラロクトコグ　アルファ（遺伝子組換え）,１，５００国際単位１瓶（溶解液付）,6343442D5028,サノフィ,先発品,,106434,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
イロクテイト静注用２０００,エフラロクトコグ　アルファ（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,6343442D6024,サノフィ,先発品,,140239,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
イロクテイト静注用３０００,エフラロクトコグ　アルファ（遺伝子組換え）,３，０００国際単位１瓶（溶解液付）,6343442D7020,サノフィ,先発品,,208245,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
イロクテイト静注用４０００,エフラロクトコグ　アルファ（遺伝子組換え）,４，０００国際単位１瓶（溶解液付）,6343442D8027,サノフィ,先発品,,286066,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ノボサーティーン静注用２５００,カトリデカコグ（遺伝子組換え）,２，５００国際単位１瓶（溶解液付）,6343443D1027,ノボ　ノルディスク　ファーマ,先発品,,3716010,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
アコアラン静注用６００,アンチトロンビン　ガンマ（遺伝子組換え）,６００国際単位１瓶（溶解液付）,6343444D1021,協和キリン,先発品,,28774,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
アコアラン静注用１８００,アンチトロンビン　ガンマ（遺伝子組換え）,１，８００国際単位１瓶（溶解液付）,6343444D2028,協和キリン,先発品,,76097,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
アディノベイト静注用キット２５０,ルリオクトコグ　アルファ　ペゴル（遺伝子組換え）,２５０国際単位１キット（溶解液付）,6343446G1027,武田薬品工業,先発品,,28102,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
アディノベイト静注用キット５００,ルリオクトコグ　アルファ　ペゴル（遺伝子組換え）,５００国際単位１キット（溶解液付）,6343446G2023,武田薬品工業,先発品,,55451,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
アディノベイト静注用キット１０００,ルリオクトコグ　アルファ　ペゴル（遺伝子組換え）,１，０００国際単位１キット（溶解液付）,6343446G3020,武田薬品工業,先発品,,100984,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
アディノベイト静注用キット２０００,ルリオクトコグ　アルファ　ペゴル（遺伝子組換え）,２，０００国際単位１キット（溶解液付）,6343446G4026,武田薬品工業,先発品,,173042,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
アディノベイト静注用キット１５００,ルリオクトコグ　アルファ　ペゴル（遺伝子組換え）,１，５００国際単位１キット（溶解液付）,6343446G5022,武田薬品工業,先発品,,147736,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
アディノベイト静注用キット３０００,ルリオクトコグ　アルファ　ペゴル（遺伝子組換え）,３，０００国際単位１キット（溶解液付）,6343446G6029,武田薬品工業,先発品,,261063,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
コバールトリイ静注用２５０,オクトコグ　ベータ（遺伝子組換え）,２５０国際単位１瓶（溶解液付）,6343447D1025,バイエル薬品,先発品,,20822,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
コバールトリイ静注用５００,オクトコグ　ベータ（遺伝子組換え）,５００国際単位１瓶（溶解液付）,6343447D2021,バイエル薬品,先発品,,46077,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
コバールトリイ静注用１０００,オクトコグ　ベータ（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,6343447D3028,バイエル薬品,先発品,,74886,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
コバールトリイ静注用２０００,オクトコグ　ベータ（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,6343447D4024,バイエル薬品,先発品,,137242,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
コバールトリイ静注用３０００,オクトコグ　ベータ（遺伝子組換え）,３，０００国際単位１瓶（溶解液付）,6343447D5020,バイエル薬品,先発品,,193159,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
イデルビオン静注用２５０,アルブトレペノナコグ　アルファ（遺伝子組換え）,２５０国際単位１瓶（溶解液付）,6343448D1020,ＣＳＬベーリング,先発品,,88837,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
イデルビオン静注用５００,アルブトレペノナコグ　アルファ（遺伝子組換え）,５００国際単位１瓶（溶解液付）,6343448D2026,ＣＳＬベーリング,先発品,,175016,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
イデルビオン静注用１０００,アルブトレペノナコグ　アルファ（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,6343448D3022,ＣＳＬベーリング,先発品,,343931,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
イデルビオン静注用２０００,アルブトレペノナコグ　アルファ（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,6343448D4029,ＣＳＬベーリング,先発品,,665036,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
イデルビオン静注用３５００,アルブトレペノナコグ　アルファ（遺伝子組換え）,３，５００国際単位１瓶（溶解液付）,6343448D5025,ＣＳＬベーリング,先発品,,1175563,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
